[Header],,,,,,,,,,,,,,,,,,,,,,,,,,,
TITLE,MPMS AC Measurement,,,,,,,,,,,,,,,,,,,,,,,,,,
BYAPP,MPMS Measurement,1.1,Summary,,,,,,,,,,,,,,,,,,,,,,,,
FILEOPENTIME, 1715123684.744000 5/7/2024, 5:14:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO, APPNAME, MPMS MultiVu Application, Revision 1.61,  Build 082,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO, NAME, AND100-810,,,,,,,,,,,,,,,,,,,,,,,,,
INFO, WEIGHT,149.41,,,,,,,,,,,,,,,,,,,,,,,,,
INFO, AREA,1,,,,,,,,,,,,,,,,,,,,,,,,,
INFO, LENGTH,1,,,,,,,,,,,,,,,,,,,,,,,,,
INFO, SHAPE,1,,,,,,,,,,,,,,,,,,,,,,,,,
INFO, COMMENT, ,,,,,,,,,,,,,,,,,,,,,,,,,
INFO, SEQUENCE FILE: AC Wakeup.seq,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,X,4,LINEAR,AUTO,0,0,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,Y1,5,LINEAR,AUTO,0,0,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,Y2,7,LINEAR,AUTO,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARTUPGROUP,"m' and m""",,,,,,,,,,,,,,,,,,,,,,,,,,
FIELDGROUP,"m' and m""",1,2,3,4,14,15,5,6,7,8,13,26,27,28,,,,,,,,,,,,
FIELDGROUP,Amplitude and Phase,1,2,3,4,14,15,9,10,11,12,13,26,27,28,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Data],,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Comment,Field (Oe),Temperature (K),m' (emu),m' Scan Std Dev,"m"" (emu)","m"" Scan Std Dev",Amplitude (emu),Amplitude Scan Std Dev,Phase (deg),Phase Scan Std Dev,Regression Fit,Drive Amplitude (Oe),Wave Frequency (Hz),Steps per Cycle,Blocks to Average,Scans per Measurement,Clock Frequency,Amplifier Gain,AC Filter,Two Point Measurement,Scan Length,Settling Time (sec),Delta Temp (K),Rot Position (Oe),Error,% Clipped
1715124079,,0.00E+00,5.00E+00,3.12E-04,1.99E-07,7.98E-06,1.67E-08,3.13E-04,2.00E-07,1.46E+00,2.18E-03,1.00E+00,3.00E+00,1.00E+00,732,10,3,2,0,3,1,4.00E+00,1,1.67E-03,0.00E+00,0,0.00E+00
1715124288,,0.00E+00,5.00E+00,3.01E-04,3.83E-08,6.19E-06,8.51E-09,3.01E-04,3.85E-08,1.18E+00,1.48E-03,1.00E+00,3.00E+00,1.00E+01,1172,10,3,3,0,2,1,4.00E+00,1,1.16E-03,0.00E+00,0,0.00E+00
